text,label
You have received a scratch card worth ₹41841. Scratch here: http://short.url/xyz,1
Amount of ₹5015 debited from your A/c. Available balance: ₹5015.,0
Congratulations! You won a lottery of 42892. Click to claim: http://cashback-offer.in@claim,1
Happy Birthday! Hope you have a great day.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Happy Birthday! Hope you have a great day.,0
Income Tax Refund of ₹42269 approved. Claim here: http://lottery-win.tk,1
Please find the attached document for the meeting.,0
"Get instant personal loan up to ₹500,000. Apply: http://192.168.1.1/pay",1
Please find the attached document for the meeting.,0
"Dear customer, your UPI PIN needs reset. Click http://cashback-offer.in@claim",1
Congratulations! You won a lottery of 4071. Click to claim: http://lottery-win.tk,1
"Hey, are we still meeting for dinner at 1:00 PM?",0
Your parcel is held at customs. Pay ₹99 fee to release: http://bit.ly/fake-upi,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://short.url/xyz,1
"Dear customer, your UPI PIN needs reset. Click http://upi-verification.com",1
You have received a scratch card worth ₹6422. Scratch here: http://lottery-win.tk,1
Can you call me back when you are free?,0
"Hey, are we still meeting for dinner at 8:00 AM?",0
Your parcel is held at customs. Pay ₹99 fee to release: http://lottery-win.tk,1
You have received a scratch card worth ₹32850. Scratch here: http://bit.ly/fake-upi,1
Your parcel is held at customs. Pay ₹99 fee to release: http://short.url/xyz,1
You have received a scratch card worth ₹35395. Scratch here: http://bit.ly/fake-upi,1
Reminder: Team standup at 1:30 AM.,0
Claim your ₹13296 UPI cashback now at http://lottery-win.tk,1
Claim your ₹3680 UPI cashback now at http://update-kyc.ml,1
Happy Birthday! Hope you have a great day.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
Please find the attached document for the meeting.,0
Your Amazon package will be delivered today by 3:00 PM.,0
Claim your ₹15365 UPI cashback now at http://192.168.1.1/pay,1
Congratulations! You won a lottery of 29526. Click to claim: http://bit.ly/fake-upi,1
"Dear customer, your UPI PIN needs reset. Click http://update-kyc.ml",1
"Dear customer, your UPI PIN needs reset. Click http://bit.ly/fake-upi",1
Monthly Netflix subscription of ₹499 renewed successfully.,0
Congratulations! You won a lottery of 6564. Click to claim: http://short.url/xyz,1
You have received a scratch card worth ₹41859. Scratch here: http://upi-verification.com,1
Income Tax Refund of ₹37184 approved. Claim here: http://lottery-win.tk,1
Reminder: Team standup at 11:30 PM.,0
"Hey, are we still meeting for dinner at 1:45 AM?",0
Congratulations! You won a lottery of 32805. Click to claim: http://upi-verification.com,1
Congratulations! You won a lottery of 28644. Click to claim: http://short.url/xyz,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://bit.ly/fake-upi,1
Urgent: Your KYC has expired. Update now at http://bit.ly/fake-upi,1
Congratulations! You won a lottery of 36036. Click to claim: http://lottery-win.tk,1
Income Tax Refund of ₹27490 approved. Claim here: http://lottery-win.tk,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
You have received a scratch card worth ₹24068. Scratch here: http://short.url/xyz,1
Amount of ₹39103 debited from your A/c. Available balance: ₹39103.,0
Can you call me back when you are free?,0
Please find the attached document for the meeting.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Your flight PNR 889958 is confirmed. Web check-in at https://netflix.com,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Reminder: Team standup at 10:45 AM.,0
Your flight PNR 215762 is confirmed. Web check-in at https://netflix.com,0
"Dear customer, your UPI PIN needs reset. Click http://lottery-win.tk",1
Claim your ₹30059 UPI cashback now at http://192.168.1.1/pay,1
"Dear customer, your UPI PIN needs reset. Click http://bit.ly/fake-upi",1
Amount of ₹18284 debited from your A/c. Available balance: ₹18284.,0
You have received a scratch card worth ₹10126. Scratch here: http://upi-verification.com,1
"Dear customer, your UPI PIN needs reset. Click http://bit.ly/fake-upi",1
Claim your ₹45626 UPI cashback now at http://cashback-offer.in@claim,1
Your flight PNR 210617 is confirmed. Web check-in at https://netflix.com,0
You have received a scratch card worth ₹37956. Scratch here: http://lottery-win.tk,1
"Get instant personal loan up to ₹500,000. Apply: http://lottery-win.tk",1
Your OTP for bank login is 928559. Do not share.,0
Claim your ₹15218 UPI cashback now at http://192.168.1.1/pay,1
Your Amazon package will be delivered today by 5:30 PM.,0
Happy Birthday! Hope you have a great day.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://short.url/xyz,1
Income Tax Refund of ₹46313 approved. Claim here: http://bit.ly/fake-upi,1
Your OTP for bank login is 371553. Do not share.,0
Your flight PNR 711185 is confirmed. Web check-in at https://amazon.in/orders,0
Income Tax Refund of ₹14365 approved. Claim here: http://cashback-offer.in@claim,1
You have received a scratch card worth ₹36971. Scratch here: http://lottery-win.tk,1
Amount of ₹10503 debited from your A/c. Available balance: ₹10503.,0
Urgent: Your KYC has expired. Update now at http://upi-verification.com,1
Your parcel is held at customs. Pay ₹99 fee to release: http://bit.ly/fake-upi,1
Can you call me back when you are free?,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://192.168.1.1/pay,1
Amount of ₹31587 debited from your A/c. Available balance: ₹31587.,0
"Hey, are we still meeting for dinner at 5:30 PM?",0
Congratulations! You won a lottery of 8845. Click to claim: http://upi-verification.com,1
Claim your ₹3911 UPI cashback now at http://lottery-win.tk,1
Happy Birthday! Hope you have a great day.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Amount of ₹13550 debited from your A/c. Available balance: ₹13550.,0
Reminder: Team standup at 10:00 AM.,0
"Get instant personal loan up to ₹500,000. Apply: http://cashback-offer.in@claim",1
Monthly Netflix subscription of ₹499 renewed successfully.,0
Claim your ₹10546 UPI cashback now at http://upi-verification.com,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://bit.ly/fake-upi,1
Monthly Netflix subscription of ₹499 renewed successfully.,0
You have received a scratch card worth ₹37999. Scratch here: http://upi-verification.com,1
Amount of ₹672 debited from your A/c. Available balance: ₹672.,0
Your OTP for bank login is 870645. Do not share.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
Your OTP for bank login is 122254. Do not share.,0
Your Amazon package will be delivered today by 8:15 AM.,0
Please find the attached document for the meeting.,0
Reminder: Team standup at 11:15 PM.,0
Amount of ₹5213 debited from your A/c. Available balance: ₹5213.,0
Amount of ₹46538 debited from your A/c. Available balance: ₹46538.,0
"Hey, are we still meeting for dinner at 11:45 AM?",0
Reminder: Team standup at 3:15 PM.,0
Your Amazon package will be delivered today by 9:00 PM.,0
Reminder: Team standup at 10:45 PM.,0
"Dear customer, your UPI PIN needs reset. Click http://short.url/xyz",1
Please find the attached document for the meeting.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://bit.ly/fake-upi,1
You have received a scratch card worth ₹47318. Scratch here: http://update-kyc.ml,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://update-kyc.ml,1
"Get instant personal loan up to ₹500,000. Apply: http://lottery-win.tk",1
Urgent: Your KYC has expired. Update now at http://bit.ly/fake-upi,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://192.168.1.1/pay,1
Your Amazon package will be delivered today by 3:00 AM.,0
Happy Birthday! Hope you have a great day.,0
Please find the attached document for the meeting.,0
"Get instant personal loan up to ₹500,000. Apply: http://cashback-offer.in@claim",1
Urgent: Your KYC has expired. Update now at http://bit.ly/fake-upi,1
Urgent: Your KYC has expired. Update now at http://lottery-win.tk,1
Amount of ₹25389 debited from your A/c. Available balance: ₹25389.,0
Amount of ₹3471 debited from your A/c. Available balance: ₹3471.,0
Your OTP for bank login is 444762. Do not share.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://cashback-offer.in@claim,1
Can you call me back when you are free?,0
"Get instant personal loan up to ₹500,000. Apply: http://update-kyc.ml",1
Your parcel is held at customs. Pay ₹99 fee to release: http://upi-verification.com,1
Monthly Netflix subscription of ₹499 renewed successfully.,0
"Get instant personal loan up to ₹500,000. Apply: http://192.168.1.1/pay",1
"Dear customer, your UPI PIN needs reset. Click http://192.168.1.1/pay",1
"Hey, are we still meeting for dinner at 4:00 AM?",0
Reminder: Team standup at 7:15 PM.,0
"Get instant personal loan up to ₹500,000. Apply: http://cashback-offer.in@claim",1
"Hey, are we still meeting for dinner at 2:00 AM?",0
Your flight PNR 716312 is confirmed. Web check-in at https://amazon.in/orders,0
Your Amazon package will be delivered today by 9:00 PM.,0
Reminder: Team standup at 6:00 PM.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Congratulations! You won a lottery of 26553. Click to claim: http://short.url/xyz,1
Your flight PNR 412921 is confirmed. Web check-in at https://netflix.com,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Reminder: Team standup at 9:45 PM.,0
Congratulations! You won a lottery of 22329. Click to claim: http://bit.ly/fake-upi,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://short.url/xyz,1
You have received a scratch card worth ₹12355. Scratch here: http://lottery-win.tk,1
Please find the attached document for the meeting.,0
"Get instant personal loan up to ₹500,000. Apply: http://bit.ly/fake-upi",1
"Dear customer, your UPI PIN needs reset. Click http://lottery-win.tk",1
Urgent: Your KYC has expired. Update now at http://cashback-offer.in@claim,1
Reminder: Team standup at 10:45 PM.,0
Reminder: Team standup at 5:00 PM.,0
Your flight PNR 663067 is confirmed. Web check-in at https://amazon.in/orders,0
Income Tax Refund of ₹26005 approved. Claim here: http://bit.ly/fake-upi,1
Reminder: Team standup at 12:45 AM.,0
Income Tax Refund of ₹12880 approved. Claim here: http://upi-verification.com,1
"Hey, are we still meeting for dinner at 3:00 PM?",0
Happy Birthday! Hope you have a great day.,0
Your parcel is held at customs. Pay ₹99 fee to release: http://upi-verification.com,1
Claim your ₹38444 UPI cashback now at http://cashback-offer.in@claim,1
"Hey, are we still meeting for dinner at 8:30 AM?",0
You have received a scratch card worth ₹33285. Scratch here: http://short.url/xyz,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://short.url/xyz,1
Monthly Netflix subscription of ₹499 renewed successfully.,0
"Get instant personal loan up to ₹500,000. Apply: http://bit.ly/fake-upi",1
"Dear customer, your UPI PIN needs reset. Click http://update-kyc.ml",1
Please find the attached document for the meeting.,0
"Hey, are we still meeting for dinner at 2:15 AM?",0
Your electricity bill is overdue. Pay here to avoid disconnection: http://cashback-offer.in@claim,1
Happy Birthday! Hope you have a great day.,0
Congratulations! You won a lottery of 25940. Click to claim: http://cashback-offer.in@claim,1
You have received a scratch card worth ₹13540. Scratch here: http://update-kyc.ml,1
"Hey, are we still meeting for dinner at 9:00 AM?",0
Your parcel is held at customs. Pay ₹99 fee to release: http://update-kyc.ml,1
"Dear customer, your UPI PIN needs reset. Click http://192.168.1.1/pay",1
Your Amazon package will be delivered today by 7:00 AM.,0
Your flight PNR 856986 is confirmed. Web check-in at https://netflix.com,0
"Get instant personal loan up to ₹500,000. Apply: http://lottery-win.tk",1
You have received a scratch card worth ₹29898. Scratch here: http://update-kyc.ml,1
"Hey, are we still meeting for dinner at 10:30 AM?",0
Please find the attached document for the meeting.,0
Urgent: Your KYC has expired. Update now at http://bit.ly/fake-upi,1
"Get instant personal loan up to ₹500,000. Apply: http://bit.ly/fake-upi",1
Amount of ₹22177 debited from your A/c. Available balance: ₹22177.,0
Your flight PNR 843571 is confirmed. Web check-in at https://netflix.com,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://short.url/xyz,1
Amount of ₹39258 debited from your A/c. Available balance: ₹39258.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Happy Birthday! Hope you have a great day.,0
"Get instant personal loan up to ₹500,000. Apply: http://bit.ly/fake-upi",1
Your Amazon package will be delivered today by 1:00 AM.,0
Claim your ₹16281 UPI cashback now at http://update-kyc.ml,1
"Get instant personal loan up to ₹500,000. Apply: http://lottery-win.tk",1
Your OTP for bank login is 905076. Do not share.,0
"Hey, are we still meeting for dinner at 4:15 PM?",0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Can you call me back when you are free?,0
Can you call me back when you are free?,0
Please find the attached document for the meeting.,0
Congratulations! You won a lottery of 48998. Click to claim: http://short.url/xyz,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://bit.ly/fake-upi,1
Monthly Netflix subscription of ₹499 renewed successfully.,0
"Get instant personal loan up to ₹500,000. Apply: http://192.168.1.1/pay",1
"Dear customer, your UPI PIN needs reset. Click http://short.url/xyz",1
Monthly Netflix subscription of ₹499 renewed successfully.,0
Congratulations! You won a lottery of 15710. Click to claim: http://lottery-win.tk,1
Your Amazon package will be delivered today by 8:15 PM.,0
Happy Birthday! Hope you have a great day.,0
"Dear customer, your UPI PIN needs reset. Click http://lottery-win.tk",1
Claim your ₹47189 UPI cashback now at http://cashback-offer.in@claim,1
Monthly Netflix subscription of ₹499 renewed successfully.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Happy Birthday! Hope you have a great day.,0
Happy Birthday! Hope you have a great day.,0
You have received a scratch card worth ₹3182. Scratch here: http://short.url/xyz,1
Claim your ₹4699 UPI cashback now at http://cashback-offer.in@claim,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://update-kyc.ml,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://lottery-win.tk,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
Please find the attached document for the meeting.,0
Claim your ₹10265 UPI cashback now at http://cashback-offer.in@claim,1
"Hey, are we still meeting for dinner at 11:00 PM?",0
"Hey, are we still meeting for dinner at 1:45 PM?",0
Happy Birthday! Hope you have a great day.,0
"Dear customer, your UPI PIN needs reset. Click http://192.168.1.1/pay",1
Urgent: Your KYC has expired. Update now at http://cashback-offer.in@claim,1
Monthly Netflix subscription of ₹499 renewed successfully.,0
Claim your ₹3502 UPI cashback now at http://bit.ly/fake-upi,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://lottery-win.tk,1
Your parcel is held at customs. Pay ₹99 fee to release: http://192.168.1.1/pay,1
Reminder: Team standup at 3:15 AM.,0
Reminder: Team standup at 10:45 PM.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Income Tax Refund of ₹26976 approved. Claim here: http://192.168.1.1/pay,1
Happy Birthday! Hope you have a great day.,0
Please find the attached document for the meeting.,0
"Hey, are we still meeting for dinner at 10:30 AM?",0
Your flight PNR 555697 is confirmed. Web check-in at https://netflix.com,0
Your Amazon package will be delivered today by 1:00 PM.,0
Reminder: Team standup at 5:45 AM.,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://short.url/xyz,1
"Dear customer, your UPI PIN needs reset. Click http://cashback-offer.in@claim",1
Can you call me back when you are free?,0
Your electricity bill is overdue. Pay here to avoid disconnection: http://bit.ly/fake-upi,1
Income Tax Refund of ₹23099 approved. Claim here: http://192.168.1.1/pay,1
"Hey, are we still meeting for dinner at 1:00 PM?",0
Income Tax Refund of ₹22278 approved. Claim here: http://upi-verification.com,1
Reminder: Team standup at 10:00 PM.,0
"Hey, are we still meeting for dinner at 4:45 AM?",0
Urgent: Your KYC has expired. Update now at http://upi-verification.com,1
Reminder: Team standup at 11:00 AM.,0
Your OTP for bank login is 731749. Do not share.,0
Your flight PNR 927120 is confirmed. Web check-in at https://www.indigo.in,0
Can you call me back when you are free?,0
Urgent: Your KYC has expired. Update now at http://192.168.1.1/pay,1
Your parcel is held at customs. Pay ₹99 fee to release: http://lottery-win.tk,1
Urgent: Your KYC has expired. Update now at http://short.url/xyz,1
Reminder: Team standup at 11:15 PM.,0
Reminder: Team standup at 11:15 AM.,0
Congratulations! You won a lottery of 36547. Click to claim: http://192.168.1.1/pay,1
Your Amazon package will be delivered today by 11:45 PM.,0
Income Tax Refund of ₹39114 approved. Claim here: http://lottery-win.tk,1
"Dear customer, your UPI PIN needs reset. Click http://lottery-win.tk",1
Your OTP for bank login is 663252. Do not share.,0
"Dear customer, your UPI PIN needs reset. Click http://update-kyc.ml",1
Can you call me back when you are free?,0
Your Amazon package will be delivered today by 6:45 PM.,0
Please find the attached document for the meeting.,0
Please find the attached document for the meeting.,0
"Get instant personal loan up to ₹500,000. Apply: http://upi-verification.com",1
Your electricity bill is overdue. Pay here to avoid disconnection: http://lottery-win.tk,1
Reminder: Team standup at 2:30 PM.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://upi-verification.com,1
Your flight PNR 976456 is confirmed. Web check-in at https://netflix.com,0
Income Tax Refund of ₹19649 approved. Claim here: http://update-kyc.ml,1
Monthly Netflix subscription of ₹499 renewed successfully.,0
Your flight PNR 103947 is confirmed. Web check-in at https://amazon.in/orders,0
Your flight PNR 474064 is confirmed. Web check-in at https://amazon.in/orders,0
Claim your ₹14993 UPI cashback now at http://cashback-offer.in@claim,1
Your OTP for bank login is 234341. Do not share.,0
Your Amazon package will be delivered today by 11:00 AM.,0
Can you call me back when you are free?,0
Happy Birthday! Hope you have a great day.,0
Urgent: Your KYC has expired. Update now at http://bit.ly/fake-upi,1
Your Amazon package will be delivered today by 9:15 PM.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://bit.ly/fake-upi,1
Your flight PNR 125167 is confirmed. Web check-in at https://www.indigo.in,0
Urgent: Your KYC has expired. Update now at http://lottery-win.tk,1
Claim your ₹21372 UPI cashback now at http://cashback-offer.in@claim,1
Happy Birthday! Hope you have a great day.,0
You have received a scratch card worth ₹23933. Scratch here: http://short.url/xyz,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://lottery-win.tk,1
Amount of ₹6815 debited from your A/c. Available balance: ₹6815.,0
Reminder: Team standup at 5:30 AM.,0
"Dear customer, your UPI PIN needs reset. Click http://upi-verification.com",1
Your OTP for bank login is 798102. Do not share.,0
Your OTP for bank login is 190763. Do not share.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://short.url/xyz,1
Urgent: Your KYC has expired. Update now at http://lottery-win.tk,1
You have received a scratch card worth ₹35473. Scratch here: http://update-kyc.ml,1
"Dear customer, your UPI PIN needs reset. Click http://upi-verification.com",1
"Get instant personal loan up to ₹500,000. Apply: http://cashback-offer.in@claim",1
Your bank account will be blocked in 24 hrs. Verify PAN: http://update-kyc.ml,1
Reminder: Team standup at 10:30 AM.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://lottery-win.tk,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://update-kyc.ml,1
Happy Birthday! Hope you have a great day.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://cashback-offer.in@claim,1
Can you call me back when you are free?,0
Income Tax Refund of ₹10636 approved. Claim here: http://cashback-offer.in@claim,1
Can you call me back when you are free?,0
Your Amazon package will be delivered today by 7:45 PM.,0
Urgent: Your KYC has expired. Update now at http://upi-verification.com,1
"Get instant personal loan up to ₹500,000. Apply: http://192.168.1.1/pay",1
Your OTP for bank login is 281188. Do not share.,0
"Dear customer, your UPI PIN needs reset. Click http://192.168.1.1/pay",1
Your bank account will be blocked in 24 hrs. Verify PAN: http://update-kyc.ml,1
"Hey, are we still meeting for dinner at 1:15 AM?",0
"Hey, are we still meeting for dinner at 11:00 PM?",0
Reminder: Team standup at 10:00 AM.,0
You have received a scratch card worth ₹1897. Scratch here: http://short.url/xyz,1
Your flight PNR 533122 is confirmed. Web check-in at https://www.indigo.in,0
Amount of ₹49928 debited from your A/c. Available balance: ₹49928.,0
"Hey, are we still meeting for dinner at 4:00 PM?",0
Can you call me back when you are free?,0
Your parcel is held at customs. Pay ₹99 fee to release: http://short.url/xyz,1
Amount of ₹9246 debited from your A/c. Available balance: ₹9246.,0
Your Amazon package will be delivered today by 5:30 AM.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Your flight PNR 687947 is confirmed. Web check-in at https://netflix.com,0
"Dear customer, your UPI PIN needs reset. Click http://short.url/xyz",1
Claim your ₹16343 UPI cashback now at http://upi-verification.com,1
Your OTP for bank login is 485292. Do not share.,0
Your parcel is held at customs. Pay ₹99 fee to release: http://update-kyc.ml,1
Monthly Netflix subscription of ₹499 renewed successfully.,0
Amount of ₹13390 debited from your A/c. Available balance: ₹13390.,0
You have received a scratch card worth ₹37860. Scratch here: http://lottery-win.tk,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://192.168.1.1/pay,1
Amount of ₹18714 debited from your A/c. Available balance: ₹18714.,0
Congratulations! You won a lottery of 7664. Click to claim: http://lottery-win.tk,1
Your parcel is held at customs. Pay ₹99 fee to release: http://cashback-offer.in@claim,1
"Get instant personal loan up to ₹500,000. Apply: http://upi-verification.com",1
"Dear customer, your UPI PIN needs reset. Click http://lottery-win.tk",1
Your bank account will be blocked in 24 hrs. Verify PAN: http://cashback-offer.in@claim,1
Can you call me back when you are free?,0
Urgent: Your KYC has expired. Update now at http://short.url/xyz,1
Income Tax Refund of ₹10801 approved. Claim here: http://lottery-win.tk,1
Reminder: Team standup at 7:30 PM.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://cashback-offer.in@claim,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://bit.ly/fake-upi,1
Your flight PNR 772688 is confirmed. Web check-in at https://amazon.in/orders,0
"Get instant personal loan up to ₹500,000. Apply: http://cashback-offer.in@claim",1
"Dear customer, your UPI PIN needs reset. Click http://lottery-win.tk",1
"Dear customer, your UPI PIN needs reset. Click http://cashback-offer.in@claim",1
Urgent: Your KYC has expired. Update now at http://update-kyc.ml,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://short.url/xyz,1
"Get instant personal loan up to ₹500,000. Apply: http://upi-verification.com",1
"Get instant personal loan up to ₹500,000. Apply: http://bit.ly/fake-upi",1
Amount of ₹38645 debited from your A/c. Available balance: ₹38645.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Please find the attached document for the meeting.,0
Your Amazon package will be delivered today by 5:15 PM.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://192.168.1.1/pay,1
You have received a scratch card worth ₹25633. Scratch here: http://192.168.1.1/pay,1
Happy Birthday! Hope you have a great day.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Claim your ₹20405 UPI cashback now at http://short.url/xyz,1
Urgent: Your KYC has expired. Update now at http://lottery-win.tk,1
Happy Birthday! Hope you have a great day.,0
Please find the attached document for the meeting.,0
Happy Birthday! Hope you have a great day.,0
Your Amazon package will be delivered today by 10:15 PM.,0
Amount of ₹29158 debited from your A/c. Available balance: ₹29158.,0
Claim your ₹17083 UPI cashback now at http://bit.ly/fake-upi,1
Your Amazon package will be delivered today by 4:00 PM.,0
"Dear customer, your UPI PIN needs reset. Click http://update-kyc.ml",1
"Dear customer, your UPI PIN needs reset. Click http://bit.ly/fake-upi",1
Income Tax Refund of ₹13599 approved. Claim here: http://update-kyc.ml,1
Your parcel is held at customs. Pay ₹99 fee to release: http://bit.ly/fake-upi,1
Income Tax Refund of ₹28832 approved. Claim here: http://192.168.1.1/pay,1
Congratulations! You won a lottery of 8489. Click to claim: http://192.168.1.1/pay,1
Claim your ₹4962 UPI cashback now at http://short.url/xyz,1
"Get instant personal loan up to ₹500,000. Apply: http://upi-verification.com",1
Your parcel is held at customs. Pay ₹99 fee to release: http://192.168.1.1/pay,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://cashback-offer.in@claim,1
You have received a scratch card worth ₹1631. Scratch here: http://lottery-win.tk,1
Congratulations! You won a lottery of 25938. Click to claim: http://192.168.1.1/pay,1
"Hey, are we still meeting for dinner at 12:00 PM?",0
Congratulations! You won a lottery of 46203. Click to claim: http://update-kyc.ml,1
Congratulations! You won a lottery of 49140. Click to claim: http://192.168.1.1/pay,1
Your Amazon package will be delivered today by 4:00 AM.,0
Amount of ₹31493 debited from your A/c. Available balance: ₹31493.,0
Monthly Netflix subscription of ₹499 renewed successfully.,0
Can you call me back when you are free?,0
Congratulations! You won a lottery of 23100. Click to claim: http://cashback-offer.in@claim,1
Your parcel is held at customs. Pay ₹99 fee to release: http://lottery-win.tk,1
Reminder: Team standup at 2:30 PM.,0
Amount of ₹10144 debited from your A/c. Available balance: ₹10144.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://cashback-offer.in@claim,1
"Dear customer, your UPI PIN needs reset. Click http://short.url/xyz",1
Congratulations! You won a lottery of 25963. Click to claim: http://lottery-win.tk,1
You have received a scratch card worth ₹40132. Scratch here: http://update-kyc.ml,1
Congratulations! You won a lottery of 21194. Click to claim: http://bit.ly/fake-upi,1
Claim your ₹49536 UPI cashback now at http://lottery-win.tk,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://lottery-win.tk,1
Amount of ₹38005 debited from your A/c. Available balance: ₹38005.,0
"Dear customer, your UPI PIN needs reset. Click http://lottery-win.tk",1
Urgent: Your KYC has expired. Update now at http://short.url/xyz,1
Congratulations! You won a lottery of 36395. Click to claim: http://upi-verification.com,1
Reminder: Team standup at 6:30 PM.,0
You have received a scratch card worth ₹26418. Scratch here: http://192.168.1.1/pay,1
Your parcel is held at customs. Pay ₹99 fee to release: http://lottery-win.tk,1
Your flight PNR 191137 is confirmed. Web check-in at https://netflix.com,0
Happy Birthday! Hope you have a great day.,0
"Dear customer, your UPI PIN needs reset. Click http://bit.ly/fake-upi",1
Your OTP for bank login is 190363. Do not share.,0
Congratulations! You won a lottery of 29831. Click to claim: http://bit.ly/fake-upi,1
Claim your ₹28449 UPI cashback now at http://update-kyc.ml,1
Congratulations! You won a lottery of 41197. Click to claim: http://lottery-win.tk,1
Urgent: Your KYC has expired. Update now at http://cashback-offer.in@claim,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://192.168.1.1/pay,1
Monthly Netflix subscription of ₹499 renewed successfully.,0
Your flight PNR 777880 is confirmed. Web check-in at https://netflix.com,0
Amount of ₹8498 debited from your A/c. Available balance: ₹8498.,0
Your OTP for bank login is 142463. Do not share.,0
Your Amazon package will be delivered today by 10:00 AM.,0
Income Tax Refund of ₹31186 approved. Claim here: http://lottery-win.tk,1
Claim your ₹5133 UPI cashback now at http://short.url/xyz,1
"Get instant personal loan up to ₹500,000. Apply: http://192.168.1.1/pay",1
"Get instant personal loan up to ₹500,000. Apply: http://cashback-offer.in@claim",1
Urgent: Your KYC has expired. Update now at http://bit.ly/fake-upi,1
Can you call me back when you are free?,0
Income Tax Refund of ₹7545 approved. Claim here: http://upi-verification.com,1
Your bank account will be blocked in 24 hrs. Verify PAN: http://update-kyc.ml,1
Your electricity bill is overdue. Pay here to avoid disconnection: http://upi-verification.com,1
Reminder: Team standup at 4:00 PM.,0
Can you call me back when you are free?,0
Income Tax Refund of ₹21103 approved. Claim here: http://upi-verification.com,1
Urgent: Your KYC has expired. Update now at http://update-kyc.ml,1
Can you call me back when you are free?,0
Claim your ₹45377 UPI cashback now at http://update-kyc.ml,1
Your Amazon package will be delivered today by 11:30 PM.,0
Claim your ₹12694 UPI cashback now at http://192.168.1.1/pay,1
You have received a scratch card worth ₹17942. Scratch here: http://bit.ly/fake-upi,1
Your parcel is held at customs. Pay ₹99 fee to release: http://upi-verification.com,1
Your OTP for bank login is 378491. Do not share.,0
You have received a scratch card worth ₹33966. Scratch here: http://192.168.1.1/pay,1
Your OTP for bank login is 130770. Do not share.,0
Congratulations! You won a lottery of 35055. Click to claim: http://short.url/xyz,1
Your OTP for bank login is 724354. Do not share.,0
"Hey, are we still meeting for dinner at 12:00 PM?",0
Happy Birthday! Hope you have a great day.,0
Happy Birthday! Hope you have a great day.,0
Your Amazon package will be delivered today by 5:30 PM.,0
Your bank account will be blocked in 24 hrs. Verify PAN: http://cashback-offer.in@claim,1
Happy Birthday! Hope you have a great day.,0
Your parcel is held at customs. Pay ₹99 fee to release: http://update-kyc.ml,1
Your OTP for bank login is 867107. Do not share.,0
Your flight PNR 159127 is confirmed. Web check-in at https://www.indigo.in,0
